name,brand,sku,category,description,unit,packSizeLabel,minOrderQuantity,stockQuantity,stock,shelfLifeDays,storageType,status,isFeatured,isBestseller,ratingAverage,ratingCount,purchaseCount,displayOrder,badges,primaryImage,images,variety1_name,variety1_originalPrice,variety1_discountedPrice,variety1_isAvailable,variety2_name,variety2_originalPrice,variety2_discountedPrice,variety2_isAvailable,variety3_name,variety3_originalPrice,variety3_discountedPrice,variety3_isAvailable
Food Safe Sanitizer 40,Diversey,CLEANI-040,CLEANING SUPPLIES,"Diversey food safe sanitizer for restaurant kitchens, suitable for bulk prep and back-of-house operations.",bottles,1 bottle,1,130,Ready stock,270,ambient,available,false,false,4.0,50,240,40,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Sanitizer%20%284157728004%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Instant%20Hand%20Sanitizer.png,1 bottle,240,230,true,6 bottle case,960,935,true,,,,
Mozzarella Cheese Block 41,Amul,DAIRY-041,DAIRY,"Amul mozzarella cheese block for restaurant kitchens, suitable for bulk prep and back-of-house operations.",kg,1 kg pack,2,132,Ready stock,120,chilled,available,false,false,4.1,51,245,41,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese%20%281%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella.JPG,1 kg pack,243,233,true,5 kg pack,972,947,true,,,,
Pizza Pasta Sauce 42,Veeba,SAUCES-042,SAUCES,"Veeba pizza pasta sauce for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,3,134,Dispatch in 24 hrs,270,ambient,available,false,true,4.2,52,250,42,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20ingredients.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Spaghetti%20and%20Sauce.jpg,1 jar,246,236,true,6 jar case,984,959,true,,,,
Garlic Spread 43,Cremica,SPREAD-043,SPREADS,"Cremica garlic spread for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,4,136,Ready stock,120,chilled,available,false,false,4.3,53,255,43,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Ginger%20Garlic%20Paste.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Roasted%20Garlic%20Paste.jpg,1 jar,249,239,true,6 jar case,996,971,true,,,,
Refined Cooking Oil 44,Fortune,OILS-044,OILS,"Fortune refined cooking oil for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,5,138,Ready stock,270,ambient,available,true,false,4.4,54,260,44,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Peanut%20oil%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20oil.jpg,1 can,252,242,true,12 can case,1008,983,true,,,,
Corn Flour 45,Weikfield,DRYGOO-045,DRY GOODS,"Weikfield corn flour for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,1,140,Dispatch in 24 hrs,270,dry,available,false,false,4.5,55,265,45,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour%20%2820240709%29.jpg,1 pack,255,245,true,10 pack carton,1020,995,true,,,,
Dry Yeast 46,Angel,BAKERY-046,BAKERY INGREDIENTS,"Angel dry yeast for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,2,142,Ready stock,270,dry,available,false,false,4.6,56,270,46,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20Yeast%20%2850995087326%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%94%D1%80%D0%BE%D0%B6%D0%B6%D0%B8%20%D1%81%D1%83%D1%85%D0%B8%D0%B5%20%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5%20-%20Active%20dry%20yeast.JPG,1 pack,258,248,true,10 pack carton,1032,1007,true,,,,
French Fries 47,McCain,FROZEN-047,FROZEN ITEMS,"McCain french fries for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,3,144,Ready stock,365,frozen,available,false,false,4.7,57,275,47,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20french%20fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/BK-French-Fries.jpg,1 pack,261,251,true,10 pack carton,1044,1019,true,,,,
Sweet Corn Kernel 48,Del Monte,CANNED-048,CANNED GOODS,"Del Monte sweet corn kernel for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,4,146,Dispatch in 24 hrs,270,ambient,available,false,false,4.8,58,280,48,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Raw%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Sweet%20corn.jpg,1 can,264,254,true,12 can case,1056,1031,true,,,,
Cold Coffee Premix 49,Continental,BEVERA-049,BEVERAGE BASES,"Continental cold coffee premix for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,5,148,Ready stock,270,dry,available,false,true,4.9,59,285,49,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20coffee.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20Coffee%20%289606187442%29.jpg,1 pack,267,257,true,10 pack carton,1068,1043,true,,,,
Food Safe Sanitizer 50,Diversey,CLEANI-050,CLEANING SUPPLIES,"Diversey food safe sanitizer for restaurant kitchens, suitable for bulk prep and back-of-house operations.",bottles,1 bottle,1,150,Ready stock,270,ambient,available,false,false,4.0,60,290,50,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Sanitizer%20%284157728004%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Instant%20Hand%20Sanitizer.png,1 bottle,270,260,true,6 bottle case,1080,1055,true,,,,
Mozzarella Cheese Block 51,Amul,DAIRY-051,DAIRY,"Amul mozzarella cheese block for restaurant kitchens, suitable for bulk prep and back-of-house operations.",kg,1 kg pack,2,152,Dispatch in 24 hrs,120,chilled,available,false,false,4.1,61,295,51,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese%20%281%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella.JPG,1 kg pack,273,263,true,5 kg pack,1092,1067,true,,,,
Pizza Pasta Sauce 52,Veeba,SAUCES-052,SAUCES,"Veeba pizza pasta sauce for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,3,154,Ready stock,270,ambient,available,false,false,4.2,62,300,52,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20ingredients.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Spaghetti%20and%20Sauce.jpg,1 jar,276,266,true,6 jar case,1104,1079,true,,,,
Garlic Spread 53,Cremica,SPREAD-053,SPREADS,"Cremica garlic spread for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,4,156,Ready stock,120,chilled,available,false,false,4.3,63,305,53,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Ginger%20Garlic%20Paste.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Roasted%20Garlic%20Paste.jpg,1 jar,279,269,true,6 jar case,1116,1091,true,,,,
Refined Cooking Oil 54,Fortune,OILS-054,OILS,"Fortune refined cooking oil for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,5,158,Dispatch in 24 hrs,270,ambient,available,false,false,4.4,64,310,54,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Peanut%20oil%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20oil.jpg,1 can,282,272,true,12 can case,1128,1103,true,,,,
Corn Flour 55,Weikfield,DRYGOO-055,DRY GOODS,"Weikfield corn flour for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,1,160,Ready stock,270,dry,available,true,false,4.5,65,315,55,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour%20%2820240709%29.jpg,1 pack,285,275,true,10 pack carton,1140,1115,true,,,,
Dry Yeast 56,Angel,BAKERY-056,BAKERY INGREDIENTS,"Angel dry yeast for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,2,162,Ready stock,270,dry,available,false,true,4.6,66,320,56,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20Yeast%20%2850995087326%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%94%D1%80%D0%BE%D0%B6%D0%B6%D0%B8%20%D1%81%D1%83%D1%85%D0%B8%D0%B5%20%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5%20-%20Active%20dry%20yeast.JPG,1 pack,288,278,true,10 pack carton,1152,1127,true,,,,
French Fries 57,McCain,FROZEN-057,FROZEN ITEMS,"McCain french fries for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,3,164,Dispatch in 24 hrs,365,frozen,available,false,false,4.7,67,325,57,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20french%20fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/BK-French-Fries.jpg,1 pack,291,281,true,10 pack carton,1164,1139,true,,,,
Sweet Corn Kernel 58,Del Monte,CANNED-058,CANNED GOODS,"Del Monte sweet corn kernel for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,4,166,Ready stock,270,ambient,available,false,false,4.8,68,330,58,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Raw%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Sweet%20corn.jpg,1 can,294,284,true,12 can case,1176,1151,true,,,,
Cold Coffee Premix 59,Continental,BEVERA-059,BEVERAGE BASES,"Continental cold coffee premix for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,5,168,Ready stock,270,dry,available,false,false,4.9,69,335,59,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20coffee.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20Coffee%20%289606187442%29.jpg,1 pack,297,287,true,10 pack carton,1188,1163,true,,,,
Food Safe Sanitizer 60,Diversey,CLEANI-060,CLEANING SUPPLIES,"Diversey food safe sanitizer for restaurant kitchens, suitable for bulk prep and back-of-house operations.",bottles,1 bottle,1,170,Dispatch in 24 hrs,270,ambient,available,false,false,4.0,70,340,60,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Sanitizer%20%284157728004%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Instant%20Hand%20Sanitizer.png,1 bottle,300,290,true,6 bottle case,1200,1175,true,,,,
Mozzarella Cheese Block 61,Amul,DAIRY-061,DAIRY,"Amul mozzarella cheese block for restaurant kitchens, suitable for bulk prep and back-of-house operations.",kg,1 kg pack,2,172,Ready stock,120,chilled,available,false,false,4.1,71,345,61,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese%20%281%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella.JPG,1 kg pack,303,293,true,5 kg pack,1212,1187,true,,,,
Pizza Pasta Sauce 62,Veeba,SAUCES-062,SAUCES,"Veeba pizza pasta sauce for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,3,174,Ready stock,270,ambient,available,false,false,4.2,72,350,62,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20ingredients.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Spaghetti%20and%20Sauce.jpg,1 jar,306,296,true,6 jar case,1224,1199,true,,,,
Garlic Spread 63,Cremica,SPREAD-063,SPREADS,"Cremica garlic spread for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,4,176,Dispatch in 24 hrs,120,chilled,available,false,true,4.3,73,355,63,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Ginger%20Garlic%20Paste.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Roasted%20Garlic%20Paste.jpg,1 jar,309,299,true,6 jar case,1236,1211,true,,,,
Refined Cooking Oil 64,Fortune,OILS-064,OILS,"Fortune refined cooking oil for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,5,178,Ready stock,270,ambient,available,false,false,4.4,74,360,64,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Peanut%20oil%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20oil.jpg,1 can,312,302,true,12 can case,1248,1223,true,,,,
Corn Flour 65,Weikfield,DRYGOO-065,DRY GOODS,"Weikfield corn flour for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,1,180,Ready stock,270,dry,available,false,false,4.5,75,365,65,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour%20%2820240709%29.jpg,1 pack,315,305,true,10 pack carton,1260,1235,true,,,,
Dry Yeast 66,Angel,BAKERY-066,BAKERY INGREDIENTS,"Angel dry yeast for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,2,182,Dispatch in 24 hrs,270,dry,available,true,false,4.6,76,370,66,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20Yeast%20%2850995087326%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%94%D1%80%D0%BE%D0%B6%D0%B6%D0%B8%20%D1%81%D1%83%D1%85%D0%B8%D0%B5%20%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5%20-%20Active%20dry%20yeast.JPG,1 pack,318,308,true,10 pack carton,1272,1247,true,,,,
French Fries 67,McCain,FROZEN-067,FROZEN ITEMS,"McCain french fries for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,3,184,Ready stock,365,frozen,available,false,false,4.7,77,375,67,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20french%20fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/BK-French-Fries.jpg,1 pack,321,311,true,10 pack carton,1284,1259,true,,,,
Sweet Corn Kernel 68,Del Monte,CANNED-068,CANNED GOODS,"Del Monte sweet corn kernel for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,4,186,Ready stock,270,ambient,available,false,false,4.8,78,380,68,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Raw%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Sweet%20corn.jpg,1 can,324,314,true,12 can case,1296,1271,true,,,,
Cold Coffee Premix 69,Continental,BEVERA-069,BEVERAGE BASES,"Continental cold coffee premix for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,5,188,Dispatch in 24 hrs,270,dry,available,false,false,4.9,79,385,69,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cold%20coffee%20%2882723%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20coffee.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Iced%20Coffee%20%289606187442%29.jpg,1 pack,327,317,true,10 pack carton,1308,1283,true,,,,
Food Safe Sanitizer 70,Diversey,CLEANI-070,CLEANING SUPPLIES,"Diversey food safe sanitizer for restaurant kitchens, suitable for bulk prep and back-of-house operations.",bottles,1 bottle,1,190,Ready stock,270,ambient,available,false,true,4.0,80,390,70,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20sanitizer%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Sanitizer%20%284157728004%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Instant%20Hand%20Sanitizer.png,1 bottle,330,320,true,6 bottle case,1320,1295,true,,,,
Mozzarella Cheese Block 71,Amul,DAIRY-071,DAIRY,"Amul mozzarella cheese block for restaurant kitchens, suitable for bulk prep and back-of-house operations.",kg,1 kg pack,2,192,Ready stock,120,chilled,available,false,false,4.1,81,395,71,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella%20cheese%20%281%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozzarella.JPG,1 kg pack,333,323,true,5 kg pack,1332,1307,true,,,,
Pizza Pasta Sauce 72,Veeba,SAUCES-072,SAUCES,"Veeba pizza pasta sauce for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,3,194,Dispatch in 24 hrs,270,ambient,available,false,false,4.2,82,400,72,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20%282997489359%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Pasta%20sauce%20ingredients.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Spaghetti%20and%20Sauce.jpg,1 jar,336,326,true,6 jar case,1344,1319,true,,,,
Garlic Spread 73,Cremica,SPREAD-073,SPREADS,"Cremica garlic spread for restaurant kitchens, suitable for bulk prep and back-of-house operations.",jars,1 jar,4,196,Ready stock,120,chilled,available,false,false,4.3,83,405,73,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Garlic%20sauce.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Ginger%20Garlic%20Paste.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Roasted%20Garlic%20Paste.jpg,1 jar,339,329,true,6 jar case,1356,1331,true,,,,
Refined Cooking Oil 74,Fortune,OILS-074,OILS,"Fortune refined cooking oil for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,5,198,Ready stock,270,ambient,available,false,false,4.4,84,410,74,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cooking%20oil.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Peanut%20oil%20bottle.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20oil.jpg,1 can,342,332,true,12 can case,1368,1343,true,,,,
Corn Flour 75,Weikfield,DRYGOO-075,DRY GOODS,"Weikfield corn flour for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,1,200,Dispatch in 24 hrs,270,dry,available,false,false,4.5,85,415,75,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20Flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Corn%20flour%20%2820240709%29.jpg,1 pack,345,335,true,10 pack carton,1380,1355,true,,,,
Dry Yeast 76,Angel,BAKERY-076,BAKERY INGREDIENTS,"Angel dry yeast for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,2,202,Ready stock,270,dry,available,false,false,4.6,86,420,76,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20yeast.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Dry%20Yeast%20%2850995087326%29.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%94%D1%80%D0%BE%D0%B6%D0%B6%D0%B8%20%D1%81%D1%83%D1%85%D0%B8%D0%B5%20%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5%20-%20Active%20dry%20yeast.JPG,1 pack,348,338,true,10 pack carton,1392,1367,true,,,,
French Fries 77,McCain,FROZEN-077,FROZEN ITEMS,"McCain french fries for restaurant kitchens, suitable for bulk prep and back-of-house operations.",packs,1 pack,3,204,Ready stock,365,frozen,available,true,true,4.7,87,425,77,"Bulk value,Kitchen essential",https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/French%20Fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20french%20fries.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/BK-French-Fries.jpg,1 pack,351,341,true,10 pack carton,1404,1379,true,,,,
Sweet Corn Kernel 78,Del Monte,CANNED-078,CANNED GOODS,"Del Monte sweet corn kernel for restaurant kitchens, suitable for bulk prep and back-of-house operations.",cans,1 can,4,206,Dispatch in 24 hrs,270,ambient,available,false,false,4.8,88,430,78,"Restaurant staple,High repeat",https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fresh%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Raw%20Sweet%20Corn.jpg|https://commons.wikimedia.org/wiki/Special:Redirect/file/Sweet%20corn.jpg,1 can,354,344,true,12 can case,1416,1391,true,,,,
